index,target,tags,irrelevant_tags
2211,0,bird | calm | lake | owl | perch | reflection | sit | sky | stand | water,lake | calm | sit | stand | sky | reflection | perch | water
280,0,bird | branch | brown | floor | forest | perch | sit | sparrow | stand | sun | tree | wood,branch | forest | sit | brown | tree | sun | wood | stand | floor | perch
2655,0,bamboo forest | beak | bird | branch | brown | forest | ledge | perch | sit | sparrow | stand | tree | wood | yellow,branch | forest | sit | brown | ledge | tree | wood | yellow | stand | bamboo forest | perch
3742,1,bird | calm | cloudy | fly | gull | lake | sky | tree | water | waterway,lake | fly | cloudy | calm | tree | waterway | sky | water
1338,0,area | beak | bird | brown | floor | forest | perch | pine | pine forest | sit | sparrow | stand | tree | wood,forest | sit | wood | brown | tree | stand | pine | area | pine forest | floor | perch
4700,1,beak | bird | calm | cloudy | cormorant | duck | lake | sea | sky | stormy | water | water bird,lake | cloudy | calm | stormy | sea | sky | water
3390,0,bamboo forest | beak | bird | floor | lush | perch | plant | red | stand | vegetation | woodpecker,lush | stand | vegetation | plant | red | bamboo forest | floor | perch
3004,0,bamboo | bamboo forest | bird | canary | cane | green | hide | plant | reed | stem | tree | yellow,reed | cane | green | tree | bamboo | yellow | stem | hide | plant | bamboo forest
9,0,bird | child | green | person | man | parrot | perch | stand | wood,man | green | wood | stand | child | perch | person
1176,0,bird | black | flower | greenery | lush | nectar | paradise | parrot | perch | plant | stem | tree | tropic | vegetation | yellow,tropic | paradise | tree | yellow | black | greenery | stem | vegetation | nectar | plant | flower | lush | perch
1385,0,bird | floor | path | forest | log | perch | stone | stand | trail | tree | wood | woodpecker | yellow,trail | forest | wood | tree | stone | yellow | path | stand | log | floor | perch
625,0,bamboo forest | bird | forest | girl | green | person | leash | man | parrot | perch | pet | stand | woman | yellow,leash | forest | man | green | pet | yellow | stand | woman | girl | bamboo forest | perch | person
1249,0,bamboo | bamboo forest | bird | brown | perch | sit | sparrow | stand | stem | tree,sit | brown | tree | bamboo | stand | stem | bamboo forest | perch
2155,0,bird | brown | floor | food | patch | stand | walk | yellow,brown | yellow | stand | food | walk | floor | patch
2416,0,beak | bird | blanket | branch | brown | limb | perch | sit | snow | snowy | sparrow | tree | tree branch | yellow,branch | snowy | sit | brown | snow | tree | yellow | limb | blanket | tree branch | perch
1584,0,beach | bird | car window | coast | sea | road | stone | sparrow | stand,coast | road | car window | beach | stone | stand | sea
3527,0,bird | cloudy | dock | fly | person | sea | parrot | perch | photo | pole | rail | red | sky | stand | water | white,white | fly | cloudy | dock | photo | person | stand | sea | rail | sky | red | pole | perch | water
846,0,area | beak | bird | black | brush | crow | dry | floor | forest | grass | raven | reed | stand | swamp | tree | vulture | walk | weed | wood,reed | weed | forest | wood | tree | dry | stand | grass | area | black | walk | brush | floor | swamp
2677,0,bird | branch | brown | ledge | perch | sit | sparrow | stand | stump | tree | tree branch | tree trunk | yellow,branch | sit | ledge | tree | brown | yellow | stand | stump | tree branch | tree trunk | perch
3694,0,beak | bird | branch | perch | sit | stand | tree | tree branch | twig,branch | sit | tree | stand | twig | tree branch | perch
715,0,bamboo forest | bird | branch | forest | gray | perch | sit | stand | tree,branch | forest | sit | tree | stand | gray | bamboo forest | perch
4380,1,bird | blue | boat | fly | gull | sea | seabird | water | white | wing,white | fly | boat | blue | sea | water
1655,0,bird | blanket | floor | green | parrot | perch | pole | sit | snow | stand | stool | tree | wood | yellow,floor | sit | snow | green | tree | wood | yellow | stand | blanket | stool | pole | perch
971,0,beak | bird | blue | branch | evergreen | limb | lush | perch | sit | stand | swallow | tree | tree branch | white,branch | evergreen | white | sit | tree | limb | blue | stand | tree branch | lush | perch
4407,1,animal | dress | duck | float | girl | lake | sea | raft | sit | water | woman,lake | float | sit | animal | raft | sea | woman | dress | girl | water
4313,1,beach | beak | bird | gull | ledge | sea | stone | rocky | seabird | shore | shoreline | stand | water | wave | white,white | rocky | ledge | beach | stone | stand | sea | shoreline | shore | wave | water
4623,1,bird | calm | cloud | gull | lake | ledge | sea | perch | red | reflection | sit | sky | stand | sunset | water | white,lake | white | calm | sit | ledge | sunset | stand | cloud | sea | red | sky | reflection | perch | water
1635,0,bird | black | bush | crow | grass | green | ledge | lush | perch | raven | sit | stand | tree | vegetation,sit | green | tree | ledge | stand | black | grass | vegetation | bush | lush | perch
2700,0,bamboo forest | beak | bird | branch | brown | lush | perch | plant | sit | stand | stem | tree | vegetation | yellow,branch | sit | brown | tree | yellow | stand | stem | vegetation | plant | bamboo forest | lush | perch
3402,0,bird | black | blackbird | crow | fly | hillside | lush | parrot | perch | red | stand | tree | vegetation,fly | tree | stand | black | vegetation | red | hillside | lush | perch
2525,0,bird | black | crow | dirt road | dirt track | path | perch | raven | red | stone | rock formation | stand | terrain | trail | walk,trail | rock formation | dirt track | terrain | stone | path | black | stand | walk | dirt road | red | perch
2632,0,bamboo | bamboo forest | bird | black | pillar | gray | perch | pole | sit | stand | stem | tree | white | writing,white | pillar | sit | tree | bamboo | stand | black | stem | gray | bamboo forest | pole | perch | writing
1374,0,bamboo forest | beak | bird | perch | red | stand | stem | tree | woodpecker,tree | stand | stem | red | bamboo forest | perch
475,0,beak | bird | branch | floor | green | lush | perch | sit | sparrow | stand | tree | twig | white | wood,branch | white | floor | sit | green | tree | wood | stand | twig | lush | perch
532,0,bamboo | bamboo forest | bird | brown | floor | perch | sit | stand | stem,sit | brown | bamboo | stand | stem | bamboo forest | floor | perch
3235,0,bird | blade | branch | cardinal | grass | green | hide | lush | parrot | perch | plant | red | reed | sit | stand | stem | vegetation,branch | reed | blade | sit | green | stand | grass | hide | stem | vegetation | plant | red | lush | perch
4612,1,animal | brown | fence | horse | head | nose | stand | stare | tree | white | wood,white | fence | brown | tree | nose | animal | wood | stand | stare | horse | head
1709,0,beak | bird | black | hedge | lake | lush | parrot | perch | pond | stand | tree | water | yellow,lake | tree | lush | yellow | stand | black | hedge | pond | perch | water
323,0,autumn forest | birch tree | bird | forest | grove | perch | sit | tree | yellow,autumn forest | forest | sit | tree | yellow | grove | birch tree | perch
3837,1,bird | calm | duck | ledge | sea | palm tree | sky | swim | tree | water,calm | ledge | tree | swim | sea | sky | palm tree | water
4657,1,bird | cloud | cloudy | gull | ledge | sea | perch | sit | sky | stand | sun | sunset,cloudy | sit | ledge | sun | stand | cloud | sea | sky | perch | sunset
1435,0,beak | bird | duck | sea | stand | swim | water | yellow,yellow | stand | sea | swim | water
2008,0,area | beak | bird | blue | brush | floor | gray | perch | stand | tree | yellow,tree | yellow | blue | stand | area | gray | brush | floor | perch
3607,0,bird | black | blue | branch | floor | path | forest | perch | sit | stand | tree | vegetation | wood,branch | forest | sit | wood | tree | blue | black | path | stand | vegetation | floor | perch
4476,1,beak | bird | duck | duckling | gull | lake | pond | puddle | ripple | sand | stand | water | water bird | white,duckling | white | lake | puddle | sand | stand | ripple | pond | water
2024,0,beak | bird | branch | gray | lush | perch | sit | stand | tree | white,branch | white | sit | tree | stand | gray | lush | perch
3469,0,area | bamboo forest | bird | floor | forest | green | lush | perch | plant | stand | tree | vegetation | wood,forest | floor | wood | green | tree | stand | area | vegetation | plant | bamboo forest | lush | perch
3743,1,beak | bird | fog | foggy | forest | hide | sit | sunshine | tree | wood,forest | fog | foggy | sit | wood | tree | sunshine | hide
2509,0,bamboo forest | bird | forest | perch | railroad | road | sit | sparrow | track | train track | tree,track | train track | road | forest | sit | railroad | tree | bamboo forest | perch
3676,0,birch | birch tree | bird | forest | grove | hummingbird | perch | sit | stand | stump | tree | tree trunk | wood,forest | sit | wood | tree | birch | grove | stand | stump | birch tree | tree trunk | perch
995,0,bamboo forest | bird | branch | parrot | perch | sit | tree,branch | sit | tree | bamboo forest | perch
946,0,beak | bird | branch | brown | brush | limb | perch | stand | tree | tree branch | twig | woodpecker,branch | brown | tree | limb | stand | twig | brush | tree branch | perch
91,0,bird | branch | lush | perch | sit | sparrow | stand | tree | tree branch,branch | sit | tree | stand | tree branch | lush | perch
3076,0,beak | bend | bird | boat | cart | catch | cruise ship | deck | equipment | fish | green | man | sea | parrot | push | rail | vessel,boat | catch | man | cart | green | vessel | cruise ship | deck | equipment | fish | sea | rail | bend | push
2880,0,bird | boardwalk | boy | branch | canopy | forest | limb | man | parrot | perch | rail | red | stand | tree,branch | canopy | forest | boardwalk | man | tree | limb | stand | boy | rail | red | perch
490,0,beak | bird | blanket | branch | floor | perch | sit | snow | snowy | tree | tree branch | winter,branch | snowy | sit | snow | tree | winter | blanket | tree branch | floor | perch
3966,1,beak | bird | boat | crane | dock | person | lake | man | pelican | stand | water | white,lake | white | dock | boat | man | person | stand | water
450,0,beak | bird | brown | chair | eagle | ladder | lush | owl | perch | sit | stair | stand | stool | tree | wood,chair | sit | brown | tree | wood | stand | stool | stair | lush | perch | ladder
1534,0,animal | area | bird | blue | deer | floor | grass | grassy | green | lush | purple | sit | stand | tree | wood,deer | floor | sit | green | grassy | tree | animal | wood | blue | grass | area | stand | purple | lush
384,0,bamboo | bamboo forest | bird | branch | cardinal | hide | perch | red | sit | sparrow | stand | stem | tree,branch | sit | tree | bamboo | stand | stem | hide | red | bamboo forest | perch
768,0,beak | bird | branch | green | hummingbird | limb | perch | sit | tree | tree branch | twig,branch | sit | green | tree | limb | twig | tree branch | perch
4084,1,bird | creek | fly | grassy | green | gull | land | lush | sky | swamp | water | white,land | white | fly | green | grassy | creek | sky | lush | swamp | water
1745,0,beak | bird | branch | evergreen | food | gray | needle | perch | pine | pine cone | sit | tree,branch | evergreen | needle | sit | tree | pine | food | gray | perch | pine cone
2534,0,bird | blue | blue jay | branch | fly | forest | jay | perch | sit | tree | tree branch | white | wood,branch | white | fly | forest | blue jay | sit | wood | tree | blue | tree branch | perch
4432,1,beak | bird | black | calm | lake | puffin | reflection | stand | sunset | water | white,lake | white | calm | sunset | stand | black | reflection | water
4422,1,beak | bird | duck | floor | pond | reed | stand | tree | water | water bird,reed | floor | tree | stand | pond | water
3608,0,bird | brush | building | bush | grass | gray | green | greenery | lush | perch | sit | stand | tree | vegetation | weed,building | sit | green | tree | stand | grass | greenery | vegetation | gray | weed | brush | bush | lush | perch
3909,1,balustrade | bird | black | boardwalk | dock | gray | lake | ledge | sea | perch | pigeon | rail | sit | stand | water,lake | boardwalk | dock | sit | ledge | stand | black | sea | rail | gray | balustrade | perch | water
2561,0,bird | field | floor | flower | flower bed | flower field | grass | lush | park | pheasant | purple | stand | tree | tulip | walk,floor | pheasant | tree | tulip | stand | flower bed | field | grass | flower field | walk | park | purple | flower | lush
3720,0,bamboo forest | bird | floor | perch | sparrow | stand | stem | tree,tree | stand | stem | bamboo forest | floor | perch
3150,0,bamboo forest | bird | floor | perch | sit | stand | tree | yellow,sit | tree | yellow | stand | bamboo forest | floor | perch
945,0,bird | brown | crack | floor | fog | foggy | ledge | perch | robin | stone | sit | stand | tree,foggy | fog | sit | brown | crack | ledge | stone | tree | stand | floor | perch
4283,1,bird | black | calm | duck | float | lake | night | pond | puddle | reflection | swim | water | white,lake | white | float | puddle | calm | night | swim | black | reflection | pond | water
2825,0,bamboo | bamboo forest | bird | forest | person | man | owl | sparrow | stand | tree,forest | man | tree | bamboo | stand | bamboo forest | person
4051,1,swimwear | beach | chest | catch | crowded | goggles | man | muscle | sea | shirt | shirtless | stand | sunglasses | surfboard | wear,sunglasses | catch | man | beach | shirt | shirtless | surfboard | muscle | stand | sea | goggles | crowded | swimwear | chest | wear
2421,0,bird | black | branch | floor | forest | perch | sit | stand | tree | wood | yellow,branch | forest | sit | wood | tree | yellow | stand | black | floor | perch
3696,0,beak | bird | brown | brush | bush | grass | green | ledge | lush | perch | plant | sit | sparrow | stand | tree | vegetation | weed,sit | ledge | brown | tree | green | stand | grass | vegetation | weed | plant | brush | bush | lush | perch
372,0,bamboo | bamboo forest | bird | blue | catch | hand | fly | person | parrot | stem,fly | catch | bamboo | blue | stem | hand | bamboo forest | person
1715,0,bird | floor | gray | owl | perch | sit | snow | stand | stool | stump | tree | tree trunk,sit | snow | tree | stand | stump | gray | stool | tree trunk | floor | perch
704,0,beach | bird | green | person | man | sea | parrot | perch | sand | sit | stand | walk,man | beach | green | sit | sand | stand | sea | walk | perch | person
2319,0,bird | lake | log | perch | tree | water | woodpecker,lake | tree | log | perch | water
4638,1,beak | bird | city | cloudy | flight | fly | lake | landing | pelican | river | sky | water | waterway | white | wing,lake | white | fly | river | landing | cloudy | city | waterway | sky | flight | water
3188,0,bamboo forest | bird | branch | brown | forest | hide | perch | sit | sparrow | stand | stem | tree,branch | forest | sit | brown | tree | stand | stem | hide | bamboo forest | perch
3569,0,area | bird | blanket | brown | floor | forest | grass | gray | green | lush | perch | stone | sit | stand | tree | wood | yellow,forest | floor | sit | brown | green | stone | tree | wood | yellow | stand | blanket | area | grass | gray | lush | perch
957,0,armor | bird | bronze statue | camouflage | cardinal | dress | figurine | forest | person | mud | parrot | red | sculpture | stand | walk | wood | woodpecker,camouflage | forest | wood | sculpture | figurine | stand | dress | armor | person | walk | bronze statue | red | mud
2376,0,bird | cardinal | cloudy | ledge | log | sea | perch | rail | red | stone | sky | stand | stump | water,cloudy | ledge | stone | stand | sea | rail | stump | log | sky | red | perch | water
1390,0,bird | black | branch | perch | sit | tree | tree branch | yellow,branch | sit | tree | yellow | black | tree branch | perch
3581,0,beach | beak | bird | black | crow | floor | green | ledge | sea | raven | sand | stand | water,ledge | beach | green | sand | stand | black | sea | floor | water
559,0,bird | blue | bluebird | branch | brush | bush | perch | sit | stand | tree | tree branch | twig | vegetation | weed,branch | sit | tree | bush | blue | stand | vegetation | twig | weed | brush | tree branch | perch
2367,0,animal | bird | branch | brown | deer | evergreen | floor | log | lush | perch | sit | stand | tree,branch | evergreen | deer | floor | sit | brown | tree | animal | stand | log | lush | perch
2966,0,bird | cloudy | field | flower | grass | grassy | green | hillside | lush | perch | sit | sky | stand | tree | wildflower | yellow,cloudy | sit | green | tree | grassy | wildflower | yellow | stand | grass | field | sky | flower | hillside | lush | perch
1792,0,bird | branch | green | greenery | lush | perch | plant | sit | stem | tomato | vegetation | vine | weed | yellow,branch | sit | green | vine | yellow | stem | greenery | tomato | vegetation | weed | plant | lush | perch
3821,1,bird | flood | fly | water,fly | flood | water
469,0,bird | flower | grass | green | lake | lush | sit | sparrow | stand | tree | water,lake | sit | green | tree | stand | grass | flower | lush | water
3015,0,bamboo forest | beak | bird | branch | forest | limb | parrot | perch | sit | stand | tree | tree branch | yellow,branch | forest | sit | tree | yellow | limb | stand | tree branch | bamboo forest | perch
3030,0,bamboo forest | beak | bird | flap | floor | forest | habitat | land | spread | stand | walk | wing,land | flap | forest | habitat | spread | stand | walk | bamboo forest | floor
1596,0,bamboo forest | bird | branch | brown | gray | green | hide | perch | plant | reed | sit | stand | stem | vegetation,branch | reed | sit | brown | green | stand | stem | hide | vegetation | gray | plant | bamboo forest | perch
3702,0,beak | bird | branch | brush | bush | canary | floor | green | lush | parrot | perch | sit | stand | tree | twig | vegetation | yellow,branch | floor | sit | green | tree | yellow | stand | vegetation | twig | brush | bush | lush | perch
2994,0,bird | black | blackbird | branch | crow | limb | lush | perch | red | sit | stand | tree | tree branch | twig | wood,branch | sit | wood | tree | limb | stand | black | twig | tree branch | red | lush | perch
249,0,bamboo | bamboo forest | bird | cane | flower | green | greenery | lush | plant | stem | tree | yellow,cane | green | tree | bamboo | yellow | stem | greenery | plant | flower | bamboo forest | lush
1199,0,beak | bird | black | branch | brown | crow | floor | green | greenery | ledge | lush | perch | plant | raven | sit | stand | tree | vegetation,branch | floor | sit | ledge | brown | green | tree | stand | black | greenery | vegetation | plant | lush | perch
4351,1,bird | blanket | eagle | flight | floor | fly | gull | sky | snow | snowy | tree | winter,snowy | fly | flight | snow | tree | winter | blanket | sky | floor
4117,1,bird | boat | calm | cargo ship | gull | horizon | ledge | sea | perch | sit | sky | stand | sun | sunset | vessel | water,cargo ship | boat | sit | ledge | calm | sun | vessel | sunset | stand | sea | horizon | sky | perch | water
2440,0,beak | bird | brown | crane | egret | flap | perch | stand | stretch | tail | tree | water | white | wing,stretch | white | flap | brown | tree | tail | stand | perch | water
3508,0,beak | bird | bird bath | birdbath | ledge | perch | stone | sit | stand | water | woodpecker | yellow,bird bath | sit | ledge | stone | yellow | stand | perch | water
739,0,beak | bird | branch | brown | floor | grass | lush | perch | sit | sparrow | stand | tree,branch | floor | sit | brown | tree | stand | grass | lush | perch
1000,0,animal | bat | bird | branch | cage | canopy | coconut | fruit | hide | night | parrot | perch | sit | sloth | tree | tree branch,branch | bat | canopy | sloth | sit | cage | fruit | tree | animal | night | hide | coconut | tree branch | perch
4594,1,beak | bird | dock | fly | food | gull | landing | ledge | sea | rail | seabird | water | white | wing,white | fly | landing | dock | ledge | sea | rail | food | water
607,0,bird | black | floor | forest | green | lush | parrot | perch | stand | tree | wood | yellow,forest | floor | wood | green | tree | yellow | stand | black | lush | perch
2747,0,bird | black | blanket | floor | ice | perch | red | sit | snow | snowy | stand | water | white | winter | winter scene,snowy | white | ice | sit | snow | winter | winter scene | stand | black | blanket | red | floor | perch | water
4161,1,mollymawk | bird | fly | gull | sea | seabird | sky | sun | sunset | water | wing,fly | mollymawk | sunset | sun | sea | sky | water
1519,0,bird | flight | fly | lush | stump | tree | tree trunk | wing,fly | tree | lush | stump | tree trunk | flight
2699,0,bird | brown | foggy | forest | person | sparrow | stand | tree | walk | wood,forest | foggy | wood | brown | tree | stand | walk | person
85,0,beak | bird | branch | green | limb | perch | sit | sky | tree | tree branch | white | yellow,branch | white | sit | green | tree | yellow | limb | sky | tree branch | perch
1042,0,bamboo forest | beak | bird | blue | branch | forest | ledge | perch | sit | stand | tree | white,branch | white | forest | sit | ledge | tree | blue | stand | bamboo forest | perch
1927,0,bird | floor | gray | hang | park | perch | sit | tree | wood,hang | sit | wood | tree | gray | park | floor | perch
4684,1,beak | bird | brown | float | pelican | pond | stand | swamp | water | water bird | water lily | white,white | float | brown | stand | water | pond | swamp | water lily
27,0,bamboo | bamboo forest | bird | boardwalk | floor | path | gray | plank | rail | sit | stand,boardwalk | sit | bamboo | plank | path | rail | stand | gray | bamboo forest | floor
626,0,bird | flight | fly | hummingbird | nectar | perch | stump | tree | tree trunk | wood,fly | wood | tree | stump | nectar | tree trunk | flight | perch
652,0,attach | bird house | carve | climb | nest | pole | sculpture | stump | totem pole | tree | tree trunk | woman,nest | tree | totem pole | sculpture | woman | stump | carve | attach | climb | tree trunk | pole
1987,0,bird | branch | ledge | lush | perch | sit | stand | tree | tree branch | yellow,branch | sit | ledge | tree | yellow | stand | tree branch | lush | perch
1521,0,bird | branch | brown | forest | log | perch | sit | sparrow | stand | stump | tree | tree branch | twig | wood,branch | forest | sit | brown | tree | wood | stand | stump | log | twig | tree branch | perch
3031,0,bird | branch | forest | parrot | perch | sit | stand | tree | wood,branch | forest | sit | wood | tree | stand | perch
3635,0,beak | bird | blue | branch | brown | brush | bush | floor | food | gray | limb | lush | perch | sit | stand | tree | tree branch | twig | vegetation,branch | sit | brown | tree | lush | bush | limb | blue | stand | food | gray | vegetation | twig | brush | tree branch | floor | perch
2316,0,bamboo forest | bird | black | branch | forest | hang | nest | perch | tree,branch | forest | nest | hang | tree | black | bamboo forest | perch
3595,0,bird | gray | ledge | lush | perch | sit | stand | tree | vegetation | white,white | sit | ledge | tree | stand | vegetation | gray | lush | perch
4272,1,beach | bird | coast | fly | food | gull | person | sea | sand | seabird | shoreline | sky | water | wing,coast | fly | beach | sand | person | sea | food | shoreline | sky | water
1288,0,bamboo | bamboo forest | bird | black | branch | perch | sit | stem,branch | sit | bamboo | stem | black | bamboo forest | perch
2203,0,bird | branch | fern | forest | green | greenery | lush | perch | plant | redwood | sit | stand | tree | vegetation | wood | yellow,branch | forest | sit | green | tree | wood | yellow | redwood | stand | greenery | vegetation | plant | fern | lush | perch
1411,0,beak | bird | black | blackbird | branch | crow | floor | forest | green | parrot | perch | sit | stand | stump | tree | tree trunk | twig | wood,branch | forest | sit | green | tree | wood | stand | black | stump | twig | tree trunk | floor | perch
1746,0,beak | bird | black | crow | sea | stone | rocky | stand | water,rocky | stone | stand | sea | black | water
2749,0,bird | black | branch | fern | forest | green | greenery | limb | lush | perch | plant | sit | stand | tree | tree branch | twig | vegetation | white | wood,branch | white | forest | fern | sit | green | tree | wood | limb | stand | black | greenery | vegetation | twig | plant | tree branch | lush | perch
4743,1,beak | bird | flap | fly | leaf | frog | green | pond | sit | water | water lily | wing,leaf | fly | flap | frog | sit | green | water | pond | water lily
1384,0,beak | bird | black | branch | lake | perch | sit | stand | tree | water | yellow,branch | lake | sit | tree | yellow | stand | black | perch | water
219,0,animal | bamboo forest | brush | chair | girl | hide | lap | sit | stingray | stool | woman | wood,chair | sit | wood | animal | woman | hide | stingray | stool | brush | girl | bamboo forest | lap
3336,0,bird | eagle | floor | fly | owl | perch | pigeon | sky | tree | twilight | wood,fly | wood | tree | twilight | sky | floor | perch
1647,0,bird | lake | ledge | log | perch | pond | rail | sit | sparrow | stand | tree | water,lake | sit | ledge | tree | stand | rail | log | pond | perch | water
1001,0,bird | boardwalk | bridge | brown | path | ledge | perch | rail | sit | stand | tree,boardwalk | sit | brown | tree | ledge | path | rail | stand | bridge | perch
4609,1,beak | bird | duck | fish | goose | grass | lake | pond | reed | reflection | stand | swamp | water,reed | lake | goose | fish | stand | grass | reflection | pond | swamp | water
4349,1,bird | building | city | city skyline | city view | cruise ship | floor | fly | harbor | ledge | night view | sea | peak | seabird | sit | urban | water,fly | building | city | city view | peak | ledge | sit | night view | cruise ship | sea | harbor | city skyline | floor | urban | water
3774,1,bird | calm | cloudy | duck | float | lake | mallard duck | pond | reflect | reflection | sky | sunset | swim | water,lake | float | cloudy | calm | sunset | reflect | swim | sky | reflection | pond | water
2486,0,beak | bird | car | fishing pole | fly | sea | park | perch | sky | stand | sunset | yellow,fly | fishing pole | yellow | stand | sea | sky | park | car | perch | sunset
387,0,bird | cardinal | floor | lush | perch | red | sit | smoke | sparrow | stand | tree | wood,sit | wood | tree | lush | stand | smoke | red | floor | perch
1234,0,beak | bird | blue | field | floor | grass | grassy | green | lush | red | stand | tree,floor | green | tree | grassy | blue | grass | field | stand | red | lush
4023,1,bird | duck | grass | grassy | hill | hillside | lay | lush | sea | relax | sit | water,relax | sit | grassy | lay | hill | grass | sea | hillside | lush | water
3646,0,bird | forest | log | perch | stand | stump | tree | tree trunk | wood | woodpecker,forest | wood | tree | stand | stump | log | tree trunk | perch
894,0,bamboo forest | beak | bird | path | forest | lush | perch | tree | wood,forest | wood | tree | path | bamboo forest | lush | perch
3444,0,beak | bird | branch | evergreen | perch | pine | red | sit | sky | stand | tree,branch | evergreen | sit | tree | stand | pine | sky | red | perch
893,0,bird | black | branch | crow | limb | owl | perch | sit | tree | tree branch,branch | sit | tree | limb | black | tree branch | perch
757,0,bamboo forest | bird | black | floor | forest | log | lush | parrot | perch | sit | stand | tree | yellow,forest | floor | sit | tree | yellow | stand | black | log | bamboo forest | lush | perch
472,0,beach | beak | bird | black | brown | floor | sea | sand | stand | walk,beach | brown | sand | stand | black | sea | walk | floor
2388,0,banana tree | bark | bird | brown | floor | perch | sit | stand | stem | tree | tree trunk,banana tree | sit | brown | tree | stand | stem | bark | tree trunk | floor | perch
2795,0,beak | bird | boat | cage | calm | fence | green | lake | sea | parrot | sail | sailboat | sit | stand | vessel | water,lake | fence | boat | calm | sit | cage | green | sail | vessel | stand | sea | sailboat | water
1747,0,bird | catch | girl | hide | parrot | perch | red | stand | tree | tree trunk | woman,catch | tree | stand | woman | hide | perch | red | tree trunk | girl
2253,0,bird | blanket | brown | floor | forest | grass | green | hillside | lush | perch | sit | sparrow | stand | tree | wood,forest | floor | sit | brown | green | tree | wood | stand | blanket | grass | hillside | lush | perch
4116,1,beach | beak | bird | man | sea | pole | post | puffin | sign | stand | street sign | warning sign,street sign | sign | man | beach | warning sign | stand | sea | post | pole
2741,0,bird | branch | creek | brown | perch | sit | sparrow | stand | tree | wood,branch | sit | brown | tree | wood | stand | creek | perch
2981,0,bird | bird feeder | floor | grass | owl | pole | stand | telegraph pole | tree,bird feeder | floor | tree | stand | grass | telegraph pole | pole
156,0,bird | branch | forest | gray | perch | sit | tree | white,branch | white | forest | sit | tree | gray | perch
2527,0,bamboo forest | bird | perch | stand | stem | white,white | stand | stem | bamboo forest | perch
2688,0,beak | bird | floor | log | perch | stand | stump | tree | tree trunk | wood | woodpecker,wood | tree | stand | stump | log | tree trunk | floor | perch
3574,0,bird | blue | bluebird | branch | log | perch | sit | stand | stump | tree | tree branch | tree trunk | wood,branch | sit | wood | tree | blue | stand | stump | log | tree branch | tree trunk | perch
845,0,beak | bird | blanket | branch | brown | floor | forest | perch | sit | snow | snowy | sparrow | stand | tree | wood,branch | snowy | forest | sit | brown | snow | tree | wood | stand | blanket | floor | perch
2277,0,bird | blue | boat | life jacket | sea | perch | raincoat | sit | stand | yellow,boat | sit | yellow | blue | sea | stand | life jacket | raincoat | perch
393,0,bamboo | bamboo forest | bird | forest | perch | sit | stand | stem | tree | woodpecker,forest | sit | tree | bamboo | stand | stem | bamboo forest | perch
1529,0,beak | bird | black | branch | bush | floor | green | perch | plant | sit | stand | tree | tree branch | twig | vegetation | yellow,branch | sit | green | tree | yellow | bush | stand | black | vegetation | twig | plant | tree branch | floor | perch
1976,0,bird | black | floor | forest | log | perch | red | stone | sit | stand | stump | tree | tree trunk | white | wood | woodpecker,white | forest | sit | wood | stone | tree | stand | black | stump | log | red | tree trunk | floor | perch
3823,1,bird | gull | sea | ride | stand | surf | surfboard | surfer | water | wave,surfboard | surfer | stand | sea | surf | wave | ride | water
2412,0,bird | blanket | branch | floor | perch | sit | snow | snowy | stand | tree | winter | yellow,branch | snowy | sit | snow | tree | winter | yellow | stand | blanket | floor | perch
2718,0,bird | brown | forest | grass | green | image | stand | tree | wood,image | forest | green | tree | brown | wood | stand | grass
1803,0,bird | blue | branch | cloudy | green | hillside | lush | parrot | perch | sit | sky | stand | tree | vegetation,branch | cloudy | sit | green | tree | blue | stand | vegetation | sky | hillside | lush | perch
1045,0,bird | creek | canary | lush | perch | river | river bank | stone | sit | stand | tree | vegetation | water | yellow,river | sit | tree | stone | yellow | lush | river bank | stand | vegetation | creek | perch | water
1117,0,beak | bird | black | branch | crow | dark | forest | perch | raven | sit | sky | stand | tree | wood,branch | dark | forest | sit | wood | tree | stand | black | sky | perch
3280,0,bird | branch | limb | parrot | perch | sit | sparrow | tree | tree branch | yellow,branch | sit | tree | yellow | limb | tree branch | perch
1557,0,bird | black | blackbird | blue | bush | crow | grass | green | ledge | perch | plant | rail | sit | stand | vegetation,sit | green | ledge | blue | black | grass | rail | stand | vegetation | plant | bush | perch
2869,0,bird | flood | fly | pigeon | pond | puddle | sparrow | water,fly | puddle | flood | pond | water
2661,0,bamboo forest | bird | catch | hand | path | forest | girl | perch | stand | walk | woman,forest | catch | path | woman | stand | walk | girl | bamboo forest | perch | hand
1375,0,autumn forest | bird | floor | forest | green | parrot | perch | sit | stand | tree | wood,autumn forest | forest | sit | green | tree | wood | stand | floor | perch
2912,0,birch tree | bird | blue | forest | perch | sit | stand | tree | tree trunk | wood,forest | sit | wood | tree | blue | stand | perch | tree trunk | birch tree
1826,0,monastery | bird | black | building | castle | parrot | perch | photo | ruins | sit | stand | stone building | white | yellow,stone building | building | white | ruins | sit | photo | yellow | stand | black | monastery | castle | perch
4358,1,duck | duckling | float | pond | puddle | ripple | swim | vegetation | water,duckling | float | puddle | swim | vegetation | ripple | pond | water
4687,1,beach | bird | coast | crowded | duck | person | sea | sand | shoreline | stand | water,coast | beach | sand | person | stand | sea | shoreline | crowded | water
